ONS Code,Region/Local Authority,Poor or defective road surface ,"Deposit on road (eg. oil, mud, chippings)",Slippery road (due to weather),Inadequate or masked signs or road markings,Defective traffic signals,"Traffic calming (eg. road humps, chicane)",Temporary road layout (eg. contraflow),"Road layout (eg. bend, hill, narrow road)",Animal or object in carriageway ,Slippery inspection cover or road marking,"Tyres illegal, defective or under inflated",Defective lights or indicators,Defective brakes,Defective steering or suspension,Defective or missing mirrors,Overloaded or poorly loaded vehicle or trailer,Disobeyed automatic traffic signal,Disobeyed 'Give Way' or 'Stop' sign or markings,Disobeyed double white lines,Disobeyed pedestrian crossing facility,Illegal turn or direction of travel,Exceeding speed limit,Travelling too fast for conditions,Following too close,Vehicle travelling along pavement,Cyclist entering road from pavement,Junction overshoot,Junction restart (moving off at junction),Poor turn or manoeuvre,Failed to signal or misleading signal,Driver/Rider failed to look properly,Driver/Rider failed to judge other person’s path or speed,"Too close to cyclist, horse rider or pedestrian",Sudden braking,Swerved,Loss of control,Driver/Rider impaired by alcohol,Driver/Rider impaired by drugs (illicit or medicinal),Fatigue,"Uncorrected, defective eyesight","Driver/Rider illness or disability, mental or physical",Not displaying lights at night or in poor visibility,Rider wearing dark clothing,Driver using mobile phone,Distraction in vehicle,Distraction outside vehicle,Aggressive driving,"Driver/Rider careless, reckless or in a hurry","Driver/Rider nervous, uncertain or panic",Driving too slow for conditions or slow veh (eg tractor),Learner or inexperienced driver/rider,Inexperience of driving on the left,Unfamiliar with model of vehicle,Stationary or parked vehicle(s),Vegetation,"Road layout (eg. bend, winding road, hill crest)","Buildings, road signs, street furniture",Dazzling headlights,Dazzling sun,"Rain, sleet, snow, or fog",Spray from other vehicles,"Visor or windscreen dirty, scratched or frosted etc.",Vehicle blind spot,Crossing road masked by stationary or parked vehicle,Pedestrian failed to look properly,Pedestrian failed to judge vehicle’s path or speed,Pedestrian wrong use of pedestrian crossing facility,Dangerous action in carriageway (eg. playing),Pedestrian impaired by alcohol,Pedestrian impaired by drugs (illicit or medicinal),"Pedestrian careless, reckless or in a hurry",Pedestrian wearing dark clothing at night,"Pedestrian disability or illness, mental or physical",Stolen vehicle,Vehicle in course of crime,Emergency vehicle on a call,Vehicle door opened or closed negligently,Other
E12000001,North East,22,58,290,23,4,6,16,69,31,1,23,4,30,16,1,6,50,90,13,12,22,192,238,222,9,40,120,69,527,74,1719,901,39,266,103,391,193,38,52,8,81,18,27,15,123,72,164,750,64,3,206,12,29,136,11,44,15,11,131,55,8,7,48,92,379,100,28,36,107,15,138,23,28,37,16,17,9,104
E06000047,County Durham,0,9,61,0,0,0,2,15,5,0,6,0,9,2,0,2,5,21,4,1,1,80,59,54,1,3,11,9,101,16,349,183,4,55,26,75,56,18,3,1,13,1,2,4,21,17,43,129,9,0,55,2,6,27,1,9,1,4,16,8,2,3,4,13,70,16,0,7,11,3,27,4,2,9,3,5,0,29
E06000005,Darlington,0,0,10,1,0,0,0,2,0,0,2,0,1,3,0,0,0,5,0,0,1,11,12,7,0,4,4,0,19,3,75,44,1,5,2,14,9,1,2,2,4,1,1,2,2,4,6,24,0,0,9,1,2,3,0,1,1,1,6,2,2,1,0,0,10,4,1,1,1,1,5,1,0,0,1,0,1,5
E08000037,Gateshead,1,6,28,2,0,0,3,3,1,0,4,0,5,1,0,1,9,4,0,0,4,15,23,31,2,3,19,6,57,11,154,90,3,33,5,34,15,5,3,1,5,1,0,0,13,4,14,79,9,0,22,0,3,12,1,4,1,1,11,2,1,1,8,10,37,12,2,7,10,2,9,1,2,4,4,1,1,6
E06000001,Hartlepool,1,1,4,2,0,0,0,0,1,1,0,0,0,1,0,0,3,2,0,1,0,7,2,8,0,0,2,1,17,0,49,37,1,5,4,10,5,0,3,0,0,1,1,0,5,3,7,18,5,0,1,2,0,6,0,1,0,0,1,6,0,1,1,4,14,2,2,2,4,0,3,1,0,0,0,2,2,7
E06000002,Middlesbrough,1,1,16,2,1,1,1,4,1,0,1,1,1,0,0,0,2,5,0,1,1,3,14,11,0,5,4,2,27,2,98,56,3,15,6,13,6,1,0,0,2,2,4,3,4,6,12,41,3,0,11,0,1,13,1,3,2,1,9,3,0,0,3,6,33,9,2,2,8,1,19,3,1,2,1,2,0,7
E08000021,Newcastle upon Tyne,4,3,23,3,1,1,4,7,2,0,4,1,4,3,0,1,12,15,0,4,6,12,22,19,2,5,20,11,66,12,239,97,8,29,11,35,16,3,5,1,4,2,2,1,8,4,17,107,11,1,14,2,2,19,1,5,2,0,17,7,0,0,11,20,71,14,10,4,33,2,23,3,3,6,2,3,2,8
E08000022,North Tyneside,1,3,16,1,0,0,2,3,2,0,0,0,0,0,0,0,0,7,1,1,2,8,16,19,1,7,12,9,41,9,160,68,7,25,12,28,15,4,4,0,10,3,6,0,10,7,10,55,3,1,9,0,2,16,1,1,0,1,14,3,1,1,9,5,20,4,1,0,4,1,3,0,2,1,0,1,1,6
E06000057,Northumberland,9,21,59,8,0,0,1,20,14,0,1,0,2,5,0,1,4,8,2,0,2,13,34,21,1,2,22,13,83,6,208,103,4,37,20,91,19,2,14,2,17,5,3,1,19,4,15,106,9,0,33,4,7,8,1,11,3,3,19,15,0,0,3,9,25,7,0,1,7,1,5,2,6,2,1,2,1,14
E06000003,Redcar and Cleveland,0,2,9,2,1,1,0,5,1,0,1,2,4,0,0,0,3,6,3,1,1,8,9,2,0,3,6,4,22,2,55,29,0,5,1,15,12,1,5,0,5,1,2,0,2,3,11,25,2,0,11,0,1,3,1,3,0,0,3,4,1,0,2,1,8,2,0,3,7,1,6,2,1,5,0,0,0,3
E08000023,South Tyneside,0,1,11,0,1,2,0,0,0,0,1,0,1,0,0,1,1,3,1,1,1,12,14,14,0,2,7,7,20,2,82,49,2,9,1,14,13,1,3,0,5,1,3,1,10,5,5,37,4,0,7,0,0,8,1,2,2,0,5,0,0,0,2,3,15,6,4,1,4,0,4,1,3,2,1,0,0,4
E06000004,Stockton-on-Tees,0,7,10,1,0,0,1,4,0,0,1,0,2,0,0,0,6,8,1,2,2,7,13,10,2,3,4,2,25,4,91,61,1,17,3,11,8,0,6,0,4,0,3,1,6,3,9,42,4,0,11,0,2,6,1,2,1,0,3,0,0,0,2,5,28,8,4,3,5,1,16,0,2,3,0,0,0,9
E08000024,Sunderland,5,4,43,1,0,1,2,6,4,0,2,0,1,1,1,0,5,6,1,0,1,16,20,26,0,3,9,5,49,7,159,84,5,31,12,51,19,2,4,1,12,0,0,2,23,12,15,87,5,1,23,1,3,15,2,2,2,0,27,5,1,0,3,16,48,16,2,5,13,2,18,5,6,3,3,1,1,6
E12000002,North West,87,153,790,82,23,15,33,220,75,2,70,22,75,23,2,21,316,396,21,50,79,524,816,658,37,133,274,212,1795,215,5516,2749,206,614,360,1242,539,75,175,30,285,48,61,53,294,153,393,1554,154,6,457,25,94,410,33,130,38,37,306,226,24,17,165,353,1294,376,110,155,249,29,518,125,71,93,49,62,25,322
E06000008,Blackburn with Darwen,3,2,22,5,0,0,0,9,2,0,1,1,2,0,0,1,7,20,1,3,5,15,31,25,1,2,12,5,57,5,156,104,13,20,7,37,9,2,3,1,7,0,0,1,12,5,21,60,6,0,11,0,3,13,0,5,1,2,4,5,0,2,7,17,40,20,3,11,5,1,24,7,2,3,1,1,0,14
E06000009,Blackpool,1,4,21,5,2,0,2,3,3,0,1,0,3,0,1,0,18,21,0,2,2,9,23,28,0,5,7,8,62,8,195,95,6,20,7,35,16,1,4,4,10,3,3,0,13,11,11,58,10,0,18,0,4,10,0,2,1,3,7,8,1,0,3,16,50,16,3,7,18,0,18,4,0,3,1,2,1,18
E08000001,Bolton,1,0,13,0,1,1,0,0,1,0,2,0,1,1,0,1,14,7,0,1,3,23,14,13,0,6,5,6,56,3,171,87,2,12,7,21,20,3,1,0,9,3,2,4,7,4,14,46,1,0,15,2,2,19,3,0,2,1,15,5,1,0,12,15,59,17,7,6,13,1,27,6,5,4,1,4,1,13
E08000002,Bury,1,0,19,1,1,0,0,3,0,0,2,0,0,0,0,0,12,5,1,2,2,9,12,17,0,1,4,3,39,2,86,57,2,11,6,17,12,4,1,0,4,0,0,0,4,1,6,18,6,0,11,0,1,3,0,3,1,1,4,4,1,2,3,6,16,6,2,0,3,0,10,0,2,1,0,1,0,5
E06000049,Cheshire East,10,21,102,3,1,0,2,22,5,1,4,0,6,1,0,2,6,11,2,0,5,19,84,65,2,8,19,19,128,17,312,188,17,42,31,114,34,1,17,4,28,3,4,2,13,9,12,42,9,1,34,2,11,16,2,11,1,5,16,11,1,1,14,13,33,9,3,5,7,2,10,5,1,0,1,0,1,20
E06000050,Cheshire West and Chester,2,13,42,2,0,0,0,14,4,0,3,1,4,2,0,1,12,12,1,1,4,31,49,43,1,8,5,14,79,15,288,146,6,24,17,60,30,3,13,0,16,6,4,2,13,5,14,39,8,0,24,4,4,6,2,6,1,2,19,9,1,2,8,9,38,10,4,3,7,0,15,5,3,3,4,2,1,13
E10000006,Cumbria,24,20,118,10,2,4,2,45,14,0,15,3,6,4,0,1,17,23,7,4,8,51,83,48,1,3,23,17,116,25,261,147,16,75,37,140,41,12,36,2,32,1,1,7,37,18,25,162,13,1,47,2,9,23,2,24,2,5,30,26,0,2,5,13,56,24,7,12,14,1,17,11,3,4,1,2,2,11
E06000006,Halton,0,4,15,0,0,0,2,3,0,0,1,0,0,0,0,1,9,1,0,0,0,11,9,11,0,1,2,4,17,3,87,37,1,8,4,27,10,2,5,0,11,0,0,3,5,2,6,10,0,1,7,0,1,3,0,0,2,0,2,2,0,0,5,1,14,3,0,2,4,1,7,1,0,2,2,0,0,4
E08000011,Knowsley,1,2,7,1,1,0,0,0,1,0,1,0,2,0,0,0,4,6,0,0,2,6,9,10,2,3,3,3,29,1,86,32,0,6,2,23,7,1,4,1,3,1,1,0,1,2,8,18,1,0,8,1,2,5,0,1,0,0,5,1,1,0,3,3,23,5,0,2,4,1,10,2,4,4,2,2,0,3
E10000017,Lancashire,31,51,182,16,6,1,8,69,30,0,25,7,18,4,0,4,45,107,4,15,18,109,235,152,7,16,73,53,464,41,1371,737,61,189,119,398,127,16,40,5,69,12,7,11,75,35,94,403,42,1,118,6,23,97,12,40,8,9,76,47,4,2,45,80,238,76,11,38,30,2,98,24,10,13,6,13,5,103
E08000012,Liverpool,2,8,30,2,2,0,5,5,1,1,0,3,8,5,0,2,39,44,1,9,7,33,36,49,5,20,16,6,137,9,514,217,14,36,17,42,33,10,7,3,12,6,7,5,14,6,20,127,8,0,26,4,10,36,1,3,3,0,24,9,4,1,11,29,155,41,12,17,36,2,57,18,6,20,13,11,4,29
E08000003,Manchester,5,6,40,9,2,1,7,5,3,0,0,1,7,0,0,1,36,22,2,6,6,37,49,37,3,15,27,13,129,16,374,195,13,29,19,60,38,3,7,1,12,7,11,5,25,9,33,125,11,0,31,1,2,55,0,4,4,1,20,22,1,1,10,47,152,42,19,14,37,7,60,8,6,11,2,8,0,25
E08000004,Oldham,0,1,11,11,0,1,0,6,0,0,1,0,2,0,0,0,13,17,0,1,1,15,16,7,0,3,8,7,32,7,146,69,6,8,5,20,19,3,2,0,6,0,0,0,8,2,19,34,3,0,10,0,4,11,0,4,3,0,8,3,0,1,3,16,44,8,2,1,6,0,19,3,3,2,1,2,1,2
E08000005,Rochdale,0,3,18,2,0,1,0,5,0,0,0,0,2,0,0,0,5,9,0,0,3,17,10,11,0,3,5,3,34,3,110,65,4,16,6,19,18,3,5,2,5,0,0,1,7,4,12,48,2,0,9,0,1,10,1,1,1,1,7,6,0,0,2,8,40,11,5,2,8,3,21,1,2,2,1,1,0,15
E08000006,Salford,0,1,19,2,0,1,0,0,0,0,1,0,0,1,0,1,4,10,0,1,3,15,16,18,2,8,5,3,65,4,156,93,7,15,7,10,12,2,4,2,6,0,4,2,7,5,7,33,4,0,8,0,3,18,3,5,0,0,5,10,0,1,9,15,48,13,6,4,10,0,17,3,3,2,2,1,2,1
E08000014,Sefton,0,5,13,0,2,0,4,2,4,0,2,1,6,0,1,3,20,10,0,1,1,16,19,15,2,9,12,4,71,7,192,82,5,10,10,29,14,0,1,0,7,0,1,0,4,5,21,46,1,0,13,0,2,6,0,3,0,1,9,5,1,0,3,8,31,8,2,3,4,0,10,2,3,8,4,2,2,5
E08000013,St. Helens,1,1,15,2,0,0,0,5,1,0,3,0,0,2,0,1,5,14,0,0,1,11,23,12,0,2,12,1,44,6,117,47,3,9,10,27,9,0,3,1,6,1,3,2,6,4,7,31,0,0,14,0,0,4,0,3,0,0,4,4,2,1,1,8,31,8,0,4,5,0,8,1,1,1,2,2,0,4
E08000007,Stockport,1,4,17,0,0,0,0,7,0,0,0,0,1,0,0,1,5,10,1,1,1,11,7,15,1,1,3,7,39,6,112,49,7,12,6,18,11,1,2,1,7,2,4,0,10,2,11,41,5,0,8,0,2,18,3,5,0,2,5,10,1,0,2,11,40,11,3,6,9,0,14,8,3,0,0,1,1,6
E08000008,Tameside,0,1,14,3,0,1,0,3,1,0,1,1,1,0,0,0,6,12,1,2,1,19,16,11,0,4,10,7,32,5,119,51,2,9,8,18,11,0,3,0,3,0,3,3,8,5,9,26,5,0,9,0,2,12,1,3,1,0,7,9,0,0,2,8,36,12,4,2,4,0,11,4,0,2,2,3,0,6
E08000009,Trafford,0,1,10,0,0,0,1,1,1,0,2,1,1,0,0,0,13,8,0,0,3,14,12,15,1,2,6,4,40,3,115,45,4,10,4,16,10,0,5,1,5,1,0,0,5,7,3,31,3,0,6,0,3,13,1,1,2,0,5,11,3,1,6,7,27,7,3,5,2,0,10,2,2,2,0,0,2,7
E06000007,Warrington,4,4,39,2,3,0,0,4,3,0,2,0,1,2,0,1,7,13,0,1,1,14,31,30,2,4,7,13,36,14,201,84,8,24,10,51,24,3,7,0,8,0,3,2,7,5,12,38,5,1,9,3,3,9,0,1,1,2,7,7,1,0,6,5,25,10,5,2,5,2,10,2,2,1,1,2,1,6
E08000010,Wigan,0,0,12,1,0,1,0,3,1,0,0,1,2,0,0,0,8,3,0,0,1,15,16,9,0,4,3,5,31,4,123,52,5,11,6,19,13,4,2,1,3,2,2,3,5,3,14,49,7,1,10,0,0,8,1,2,3,2,11,8,1,0,5,7,34,9,3,3,5,1,20,2,4,2,1,0,0,4
E08000015,Wirral,0,1,11,5,0,3,0,6,0,0,3,2,2,1,0,0,11,11,0,0,1,24,16,17,7,5,7,7,58,11,224,70,4,18,15,41,21,1,3,1,16,0,1,0,8,4,14,69,4,0,11,0,2,15,1,3,1,0,16,4,0,0,0,11,64,10,6,6,13,5,25,6,6,3,1,2,1,8
E12000003,Yorkshire and The Humber,64,115,672,40,13,9,26,206,83,6,62,21,73,31,3,20,178,213,21,26,63,433,563,483,21,78,170,185,1224,164,4072,2154,115,560,313,1151,423,66,161,19,221,39,71,29,266,145,336,1231,131,7,486,27,77,333,27,124,34,30,288,168,18,15,123,215,882,209,73,94,169,29,335,70,48,82,70,52,34,291
E08000016,Barnsley,3,6,42,1,0,1,2,8,4,0,3,0,2,2,0,2,4,5,2,1,2,28,15,31,2,8,9,8,49,9,181,115,3,32,10,43,17,2,11,1,10,2,2,2,13,10,11,62,9,0,30,0,3,19,1,6,0,3,24,9,1,2,5,10,44,14,2,5,8,3,25,9,2,3,3,1,0,6
E08000032,Bradford,3,5,29,6,2,0,1,6,3,0,3,2,5,1,1,0,19,16,1,0,3,30,50,18,1,3,12,12,106,8,389,193,4,13,12,50,33,4,3,0,15,2,8,1,5,7,39,79,13,0,34,4,5,34,1,7,5,1,15,14,2,1,6,34,102,17,14,9,13,1,28,1,7,16,12,6,6,45
E08000033,Calderdale,0,4,15,2,0,0,1,8,3,1,1,0,2,1,0,0,9,7,0,1,2,16,22,7,0,0,10,7,34,5,121,58,3,13,12,38,19,1,7,0,5,0,0,2,6,5,9,19,1,0,13,0,3,4,0,6,0,0,10,6,0,1,6,13,34,5,2,4,5,1,10,1,1,6,2,1,0,18
E08000017,Doncaster,3,1,61,1,0,2,1,8,11,0,5,1,5,2,0,4,13,10,2,0,2,34,31,54,1,4,12,19,79,10,265,171,15,58,23,60,34,9,8,2,15,2,3,2,11,13,36,77,7,0,31,2,6,20,1,6,3,0,19,11,2,2,7,14,67,14,5,7,15,2,29,7,2,6,5,6,1,17
E06000011,East Riding of Yorkshire,5,11,63,0,1,1,2,12,12,0,2,0,4,5,0,2,1,16,3,2,2,32,51,50,3,1,7,10,76,15,245,137,12,54,32,139,24,2,22,1,28,2,6,3,24,11,13,153,10,1,41,3,6,6,6,11,3,3,17,9,4,0,7,1,25,11,1,3,3,2,11,2,1,2,2,3,4,26
E06000010,"Kingston upon Hull, City of",1,1,16,2,0,2,0,1,2,0,1,0,4,1,1,1,10,11,0,5,5,8,14,17,3,14,11,12,72,6,285,120,5,23,6,27,20,8,3,1,9,7,6,0,13,6,12,122,7,1,23,1,6,21,0,1,3,1,7,4,0,1,8,17,39,15,10,5,18,4,23,4,4,1,0,2,4,12
E08000034,Kirklees,2,3,21,1,1,0,0,7,0,1,1,2,3,1,0,1,7,13,2,2,6,13,25,22,0,4,7,12,61,7,218,98,6,26,22,53,25,1,4,0,10,0,1,0,14,8,10,24,3,0,18,1,5,19,0,5,0,2,9,8,2,0,5,17,53,14,2,7,11,3,14,2,4,7,3,1,0,21
E08000035,Leeds,4,8,43,4,2,1,1,15,6,1,5,2,2,0,0,0,35,33,1,4,12,48,81,40,4,4,21,19,157,25,570,300,12,43,23,90,51,5,7,1,16,5,11,0,25,14,53,91,13,1,53,1,3,63,4,3,9,3,33,23,0,1,21,40,163,28,14,12,24,0,40,9,5,17,14,9,4,45
E06000012,North East Lincolnshire,3,4,17,3,0,0,1,1,2,0,2,2,4,4,0,0,13,11,1,0,2,25,31,22,2,10,11,16,62,6,204,89,3,22,11,53,24,4,10,0,11,2,5,1,19,15,19,78,3,1,20,1,7,10,1,3,1,2,9,3,0,2,6,13,35,12,1,10,6,3,14,7,4,4,3,3,2,10
E06000013,North Lincolnshire,7,7,35,0,1,0,1,6,8,2,6,3,6,2,1,1,6,15,2,2,6,21,31,22,1,5,11,12,55,6,165,105,2,17,14,72,27,6,13,2,16,1,3,1,20,5,24,69,11,0,25,1,5,9,1,2,1,3,12,6,0,0,4,2,10,5,0,2,4,0,2,2,1,3,3,2,2,11
E10000023,North Yorkshire,17,38,148,8,1,0,5,95,26,1,19,2,13,7,0,4,13,24,5,2,4,67,118,77,0,8,29,12,221,29,493,285,19,121,74,295,57,6,46,7,35,3,8,10,70,29,27,213,21,3,98,7,18,32,10,48,3,7,59,31,2,2,16,9,53,15,4,2,5,3,28,3,5,2,5,7,4,24
E08000018,Rotherham,3,12,52,2,2,0,3,13,3,0,6,0,5,0,0,0,4,11,0,0,2,26,20,34,0,1,2,8,53,6,180,128,8,32,14,53,20,3,8,0,14,0,2,1,7,5,16,47,9,0,23,0,3,15,0,10,1,2,14,6,1,1,9,3,37,7,2,7,6,1,22,0,1,3,3,2,2,9
E08000019,Sheffield,7,5,85,6,2,2,6,16,0,0,4,3,5,3,0,2,32,28,1,5,6,50,39,47,3,9,19,19,93,15,390,190,7,58,30,81,30,8,9,4,18,3,8,4,22,8,43,111,12,0,31,5,1,57,1,12,3,2,28,20,1,1,10,25,148,41,13,11,29,3,64,16,3,5,10,7,2,27
E08000036,Wakefield,3,4,15,2,0,0,2,2,2,0,2,1,5,1,0,3,6,3,1,1,4,26,19,16,1,2,3,14,62,8,184,99,6,14,15,55,32,5,7,0,13,4,3,0,4,4,15,33,5,0,20,0,2,11,1,2,1,0,13,11,1,0,8,9,38,7,1,6,12,0,11,1,3,6,2,1,1,18
E06000014,York,3,6,30,2,1,0,0,8,1,0,2,3,8,1,0,0,6,10,0,1,5,9,16,26,0,5,6,5,44,9,182,66,10,34,15,42,10,2,3,0,6,6,5,2,13,5,9,53,7,0,26,1,4,13,0,2,1,1,19,7,2,1,5,8,34,4,2,4,10,3,14,6,5,1,3,1,2,2
E12000004,East Midlands,70,133,974,35,7,9,22,195,79,7,59,13,45,33,0,16,142,177,24,22,55,538,483,434,24,98,221,123,915,148,2933,1724,99,554,294,1056,405,62,136,11,165,32,42,45,257,139,248,1066,153,13,382,30,79,247,37,103,24,30,240,193,18,16,73,95,515,162,36,59,112,17,220,58,28,39,31,40,7,270
E06000015,Derby,2,4,35,0,0,0,2,4,0,0,1,0,1,0,0,0,7,11,1,0,2,20,14,4,1,1,5,1,18,5,126,99,4,15,2,25,19,1,5,0,8,0,0,0,5,6,7,27,2,1,14,0,3,7,0,4,1,0,14,6,1,0,1,9,31,7,0,1,6,1,18,2,0,0,0,3,1,2
E10000007,Derbyshire,11,24,140,6,1,1,3,36,9,0,11,1,8,3,0,4,5,13,9,2,2,73,46,10,1,2,15,2,74,8,340,262,10,40,19,173,54,7,15,0,26,0,1,0,29,24,15,90,14,0,21,5,5,25,4,10,4,5,32,15,2,3,12,3,38,11,0,7,8,1,17,2,4,1,0,2,0,17
E06000016,Leicester,0,1,68,4,1,1,0,12,3,1,5,0,1,2,0,1,28,29,0,5,6,66,29,41,3,23,14,10,76,21,301,164,9,46,24,39,27,5,11,1,13,9,9,4,14,8,27,145,9,2,29,3,10,42,3,3,2,2,13,20,1,0,8,17,98,25,9,12,16,3,40,10,3,10,9,8,1,33
E10000018,Leicestershire,6,23,182,4,1,2,4,25,12,1,8,2,6,9,0,4,17,19,3,2,4,80,90,90,0,10,27,20,132,17,399,242,10,87,49,181,46,8,15,1,26,5,5,8,36,24,30,158,26,4,67,5,9,22,5,12,4,3,30,24,3,0,7,11,45,17,1,5,10,2,23,5,5,4,1,2,2,30
E10000019,Lincolnshire,31,37,223,5,0,1,2,50,26,2,11,6,13,9,0,5,20,40,3,2,13,128,109,89,5,17,55,20,210,37,654,303,17,128,81,257,108,14,37,3,35,6,9,14,60,33,43,220,28,1,97,7,15,39,9,30,1,9,58,39,3,5,6,14,79,16,4,9,17,2,35,10,7,8,2,4,1,94
E10000021,Northamptonshire,3,11,74,9,1,3,3,21,5,0,6,2,5,2,0,0,13,28,3,5,6,53,54,50,3,9,30,17,90,12,272,167,23,66,45,107,35,9,15,3,14,3,4,7,31,11,28,112,18,1,39,4,10,37,4,14,4,5,23,21,1,2,7,8,63,27,5,7,11,3,26,8,1,4,3,5,1,23
E06000018,Nottingham,2,4,59,3,1,0,7,10,1,2,1,0,2,3,0,1,19,12,0,4,6,33,31,60,7,17,26,10,99,13,274,160,10,64,18,49,25,5,11,1,7,3,6,5,24,10,27,105,15,1,30,0,11,35,1,4,3,3,19,16,0,1,11,16,66,25,10,7,17,1,32,6,2,5,5,4,1,27
E10000024,Nottinghamshire,15,27,179,3,2,1,1,34,22,1,15,2,9,4,0,1,33,24,5,2,16,81,104,84,4,18,47,42,209,35,544,307,16,103,50,208,88,13,26,2,32,6,8,6,56,22,69,199,41,2,82,5,15,39,10,25,4,3,48,50,7,4,19,17,93,34,7,11,27,4,29,15,6,7,11,11,0,42
E06000017,Rutland,0,2,14,1,0,0,0,3,1,0,1,0,0,1,0,0,0,1,0,0,0,4,6,6,0,1,2,1,7,0,23,20,0,5,6,17,3,0,1,0,4,0,0,1,2,1,2,10,0,1,3,1,1,1,1,1,1,0,3,2,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2
